"instrument_id","instrument_version","language","item_id","type","label","required","active","order","page","section","options","slider_min","slider_max","slider_value","slider_step","slider_pre","slider_post","slider_left_label","slider_right_label","slider_ticks","width","placeholder","tracer_duration_seconds","tracer_y_min","tracer_y_max","tracer_samples","tracer_height","tracer_min_points","tracer_instruction","tracer_x_label","tracer_y_label","tracer_top_label","tracer_grid_cols","tracer_grid_rows"
"axp_core","0.1","de","q12","sliderInput","Manche Nebensächlichkeiten hatten eine besondere Bedeutung.","1","1","15","1","core","","0","100","50","1","","","NICHT MEHR ALS GEWÖHNLICH","VIEL MEHR ALS GEWÖHNLICH","FALSE","100%","","","","","","","","","","","","",""
"axp_core","0.1","de","q13","sliderInput","Dinge in meiner Umgebung hatten für mich eine neue, fremdartige Bedeutung.","1","1","16","1","core","","0","100","50","1","","","NICHT MEHR ALS GEWÖHNLICH","VIEL MEHR ALS GEWÖHNLICH","FALSE","100%","","","","","","","","","","","","",""
"axp_core","0.1","de","q14","sliderInput","Ich hatte Angst, aus meinem Zustand nicht mehr herauszukommen.","1","1","17","1","core","","0","100","50","1","","","NICHT MEHR ALS GEWÖHNLICH","VIEL MEHR ALS GEWÖHNLICH","FALSE","100%","","","","","","","","","","","","",""
"axp_core","0.1","de","q15","sliderInput","Ich sah in völliger Dunkelheit oder mit geschlossenen Augen Helligkeit oder Lichtblitze.","1","1","18","1","core","","0","100","50","1","","","NICHT MEHR ALS GEWÖHNLICH","VIEL MEHR ALS GEWÖHNLICH","FALSE","100%","","","","","","","","","","","","",""
"axp_core","0.1","de","q16","sliderInput","Die Grenze zwischen mir und meiner Umgebung schien sich zu verwischen.","1","1","19","1","core","","0","100","50","1","","","NICHT MEHR ALS GEWÖHNLICH","VIEL MEHR ALS GEWÖHNLICH","FALSE","100%","","","","","","","","","","","","",""
"axp_core","0.1","de","q17","sliderInput","Es fiel mir schwer, Wichtiges von Unwichtigem zu unterscheiden.","1","1","20","1","core","","0","100","50","1","","","NICHT MEHR ALS GEWÖHNLICH","VIEL MEHR ALS GEWÖHNLICH","FALSE","100%","","","","","","","","","","","","",""
"axp_core","0.1","de","q18","sliderInput","Ich sah in völliger Dunkelheit oder mit geschlossenen Augen ganze Szenen.","1","1","21","1","core","","0","100","50","1","","","NICHT MEHR ALS GEWÖHNLICH","VIEL MEHR ALS GEWÖHNLICH","FALSE","100%","","","","","","","","","","","","",""
"axp_core","0.1","de","q19","sliderInput","Ich verspürte einen Hauch von Ewigkeit.","1","1","22","1","core","","0","100","50","1","","","NICHT MEHR ALS GEWÖHNLICH","VIEL MEHR ALS GEWÖHNLICH","FALSE","100%","","","","","","","","","","","","",""
"axp_core","0.1","de","q20","sliderInput","Gegensätze und Widersprüche schienen sich aufzulösen.","1","1","23","1","core","","0","100","50","1","","","NICHT MEHR ALS GEWÖHNLICH","VIEL MEHR ALS GEWÖHNLICH","FALSE","100%","","","","","","","","","","","","",""
"axp_core","0.1","de","q21","sliderInput","Ich hatte Angst, ohne genau sagen zu können weshalb.","1","1","24","1","core","","0","100","50","1","","","NICHT MEHR ALS GEWÖHNLICH","VIEL MEHR ALS GEWÖHNLICH","FALSE","100%","","","","","","","","","","","","",""
"axp_core","0.1","de","q22","sliderInput","Ich erlebte alles bedrohlich verzerrt.","1","1","25","1","core","","0","100","50","1","","","NICHT MEHR ALS GEWÖHNLICH","VIEL MEHR ALS GEWÖHNLICH","FALSE","100%","","","","","","","","","","","","",""
"axp_core","0.1","de","q23","sliderInput","Meine Umgebung kam mir fremd und unheimlich vor.","1","1","26","1","core","","0","100","50","1","","","NICHT MEHR ALS GEWÖHNLICH","VIEL MEHR ALS GEWÖHNLICH","FALSE","100%","","","","","","","","","","","","",""
"axp_core","0.1","de","q24","sliderInput","Ich fühlte mich wie gelähmt.","1","1","27","1","core","","0","100","50","1","","","NICHT MEHR ALS GEWÖHNLICH","VIEL MEHR ALS GEWÖHNLICH","FALSE","100%","","","","","","","","","","","","",""
"axp_core","0.1","de","q25","sliderInput","Ich kam mir besonders tiefgründig vor.","1","1","28","1","core","","0","100","50","1","","","NICHT MEHR ALS GEWÖHNLICH","VIEL MEHR ALS GEWÖHNLICH","FALSE","100%","","","","","","","","","","","","",""
"axp_core","0.1","de","q26","sliderInput","Vergangenheit, Gegenwart und Zukunft erlebte ich als eine Einheit.","1","1","29","1","core","","0","100","50","1","","","NICHT MEHR ALS GEWÖHNLICH","VIEL MEHR ALS GEWÖHNLICH","FALSE","100%","","","","","","","","","","","","",""
"axp_core","0.1","de","q27","sliderInput","Gegenstände in meiner Umgebung sprachen mich gefühlsmäßig viel stärker an.","1","1","30","1","core","","0","100","50","1","","","NICHT MEHR ALS GEWÖHNLICH","VIEL MEHR ALS GEWÖHNLICH","FALSE","100%","","","","","","","","","","","","",""
"axp_core","0.1","de","q28","sliderInput","Ich fühlte mich bedroht.","1","1","31","1","core","","0","100","50","1","","","NICHT MEHR ALS GEWÖHNLICH","VIEL MEHR ALS GEWÖHNLICH","FALSE","100%","","","","","","","","","","","","",""
"axp_core","0.1","de","q29","sliderInput","Ich hatte das Gefühl, außerhalb meines Körpers zu sein.","1","1","32","1","core","","0","100","50","1","","","NICHT MEHR ALS GEWÖHNLICH","VIEL MEHR ALS GEWÖHNLICH","FALSE","100%","","","","","","","","","","","","",""
"axp_core","0.1","de","q30","sliderInput","Ich fühlte mich, als ob ich schweben würde.","1","1","33","1","core","","0","100","50","1","","","NICHT MEHR ALS GEWÖHNLICH","VIEL MEHR ALS GEWÖHNLICH","FALSE","100%","","","","","","","","","","","","",""
"axp_core","0.1","de","q31","sliderInput","Ich fühlte mich isoliert von allem und jedem.","1","1","34","1","core","","0","100","50","1","","","NICHT MEHR ALS GEWÖHNLICH","VIEL MEHR ALS GEWÖHNLICH","FALSE","100%","","","","","","","","","","","","",""
"axp_core","0.1","de","q32","sliderInput","Meine Gedanken rissen immer wieder ab, ich konnte nichts richtig zu Ende denken.","1","1","35","1","core","","0","100","50","1","","","NICHT MEHR ALS GEWÖHNLICH","VIEL MEHR ALS GEWÖHNLICH","FALSE","100%","","","","","","","","","","","","",""
"axp_core","0.1","de","q33","sliderInput","Ich gewann Einsichten in Zusammenhänge, die mir vorher rätselhaft waren.","1","1","36","1","core","","0","100","50","1","","","NICHT MEHR ALS GEWÖHNLICH","VIEL MEHR ALS GEWÖHNLICH","FALSE","100%","","","","","","","","","","","","",""
"axp_core","0.1","de","q34","sliderInput","Ich konnte Bilder aus der Erinnerung oder aus der Fantasie überaus deutlich sehen.","1","1","37","1","core","","0","100","50","1","","","NICHT MEHR ALS GEWÖHNLICH","VIEL MEHR ALS GEWÖHNLICH","FALSE","100%","","","","","","","","","","","","",""
"axp_core","0.1","de","q35","sliderInput","Farben schienen sich durch Töne oder Geräusche zu verändern.","1","1","38","1","core","","0","100","50","1","","","NICHT MEHR ALS GEWÖHNLICH","VIEL MEHR ALS GEWÖHNLICH","FALSE","100%","","","","","","","","","","","","",""
"axp_core","0.1","de","q36","sliderInput","Ich hatte besonders originelle Einfälle.","1","1","39","1","core","","0","100","50","1","","","NICHT MEHR ALS GEWÖHNLICH","VIEL MEHR ALS GEWÖHNLICH","FALSE","100%","","","","","","","","","","","","",""
"axp_core","0.1","de","q37","sliderInput","Ich hatte das Gefühl, keinen eigenen Willen mehr zu haben.","1","1","40","1","core","","0","100","50","1","","","NICHT MEHR ALS GEWÖHNLICH","VIEL MEHR ALS GEWÖHNLICH","FALSE","100%","","","","","","","","","","","","",""
"axp_core","0.1","de","q38","sliderInput","Ich empfand ein Gefühl der Ehrfurcht.","1","1","41","1","core","","0","100","50","1","","","NICHT MEHR ALS GEWÖHNLICH","VIEL MEHR ALS GEWÖHNLICH","FALSE","100%","","","","","","","","","","","","",""
"axp_core","0.1","de","q39","sliderInput","Meine Fantasie war äußerst lebhaft.","1","1","42","1","core","","0","100","50","1","","","NICHT MEHR ALS GEWÖHNLICH","VIEL MEHR ALS GEWÖHNLICH","FALSE","100%","","","","","","","","","","","","",""
"axp_core","0.1","de","q40","sliderInput","Ich empfand tiefen Frieden in mir.","1","1","43","1","core","","0","100","50","1","","","NICHT MEHR ALS GEWÖHNLICH","VIEL MEHR ALS GEWÖHNLICH","FALSE","100%","","","","","","","","","","","","",""
"axp_core","0.1","de","q41","sliderInput","Ich hatte das Gefühl, es würde Schreckliches geschehen.","1","1","44","1","core","","0","100","50","1","","","NICHT MEHR ALS GEWÖHNLICH","VIEL MEHR ALS GEWÖHNLICH","FALSE","100%","","","","","","","","","","","","",""
"axp_core","0.1","de","q42","sliderInput","Ich empfand eine allumfassende Liebe.","1","1","45","1","core","","0","100","50","1","","","NICHT MEHR ALS GEWÖHNLICH","VIEL MEHR ALS GEWÖHNLICH","FALSE","100%","","","","","","","","","","","","",""
"axp_core","0.1","de","q43","sliderInput","Mein Erleben hatte religiösen Charakter.","1","1","46","1","core","","0","100","50","1","","","NICHT MEHR ALS GEWÖHNLICH","VIEL MEHR ALS GEWÖHNLICH","FALSE","100%","","","","","","","","","","","","",""
"axp_core","0.1","de","q_tracer","experience_tracer","Zeitlicher Erlebnis-Tracer","1","1","47","1","core","","","","","","","","","","","100%","","300","0","100","101","260","10","Zeichne, wie sich die Intensität im Zeitverlauf verändert hat.","Zeit","Intensität","Einheitsgefühl","10","10"
